Date,Location,CompBenchmark,CompYoYChange,SFDetachBenchmark,SFDetachYoYChange,ApartBenchmark,ApartYoYChange
2019-03-01,Toronto C06,1087700.0,2.91,1093900.0,-2.1,671900.0,6.78
2019-04-01,Toronto C06,1093900.0,6.36,1105400.0,0.62,671600.0,11.2
2019-05-01,Toronto C06,1110200.0,2.92,1129300.0,-1.2,678300.0,5.9
2019-06-01,Toronto C06,1097400.0,1.22,1099800.0,-4.06,677200.0,5.08
2019-07-01,Toronto C06,1105200.0,3.24,1098600.0,-2.58,685800.0,7.56
2019-08-01,Toronto C06,1097000.0,4.18,1074200.0,-2.9,684900.0,9.05
2019-09-01,Toronto C06,1093900.0,4.77,1066500.0,-3.22,682900.0,10.05
2019-10-01,Toronto C06,1126200.0,8.15,1082300.0,0.56,710300.0,12.78
2019-11-01,Toronto C06,1129300.0,7.17,1111800.0,3.54,699700.0,8.8
2019-12-01,Toronto C06,1137900.0,8.75,1125900.0,6.72,702800.0,9.21
2020-01-01,Toronto C06,1125000.0,7.28,1124600.0,5.79,689300.0,7.26
2020-02-01,Toronto C06,1158500.0,10.47,1147700.0,7.87,716800.0,11.76
2020-03-01,Toronto C06,1185800.0,9.02,1168600.0,6.83,737300.0,9.74
2020-04-01,Toronto C06,1188100.0,8.65,1167700.0,5.64,740000.0,10.17
2020-05-01,Toronto C06,1199800.0,8.07,1151000.0,1.93,757500.0,11.67
2020-06-01,Toronto C06,1175700.0,7.13,1117300.0,1.59,746600.0,10.25
2020-07-01,Toronto C06,1167100.0,5.6,1193800.0,8.63,705500.0,2.87
2020-08-01,Toronto C06,1167900.0,6.46,1215100.0,13.12,699500.0,2.13
2020-09-01,Toronto C06,1160100.0,6.05,1193300.0,11.89,701900.0,2.78
2020-10-01,Toronto C06,1141400.0,1.35,1192500.0,10.18,682000.0,-3.99
2020-11-01,Toronto C06,1119600.0,-0.86,1180500.0,6.14,663200.0,-5.21
2020-12-01,Toronto C06,1139900.0,0.17,1195900.0,6.22,678300.0,-3.49
2021-01-01,Toronto C06,1134000.0,0.8,1253100.0,11.43,645300.0,-6.38
2021-02-01,Toronto C06,1178800.0,1.85,1289400.0,12.48,677800.0,-5.43
2021-03-01,Toronto C06,1243500.0,4.89,1339800.0,14.66,727200.0,-1.38
2015-07-01,Toronto C07,620300.0,7.5,992500.0,12.92,360400.0,1.32
2015-08-01,Toronto C07,619900.0,7.95,992900.0,12.04,361300.0,3.44
2015-09-01,Toronto C07,633300.0,10.02,1014000.0,13.24,368900.0,6.82
2015-10-01,Toronto C07,644700.0,12.8,1037300.0,15.85,369800.0,8.65
2015-11-01,Toronto C07,639800.0,9.65,1037300.0,15.44,362500.0,2.19
2015-12-01,Toronto C07,655000.0,11.46,1059800.0,16.62,374300.0,5.79
2016-01-01,Toronto C07,693900.0,18.54,1095500.0,19.47,415100.0,19.05
2016-02-01,Toronto C07,664000.0,13.57,1084100.0,18.16,377000.0,8.55
2016-03-01,Toronto C07,668100.0,11.91,1111500.0,19.49,370400.0,3.22
2016-04-01,Toronto C07,689400.0,13.07,1153700.0,21.21,379300.0,3.8
2016-05-01,Toronto C07,729300.0,18.4,1240200.0,27.72,394400.0,7.86
2016-06-01,Toronto C07,749900.0,19.49,1282800.0,28.36,405700.0,10.17
2016-07-01,Toronto C07,754900.0,21.77,1302400.0,31.23,405100.0,12.42
2016-08-01,Toronto C07,755700.0,22.02,1310700.0,32.0,403300.0,11.6
2016-09-01,Toronto C07,774600.0,22.35,1342300.0,32.37,410200.0,11.17
2016-10-01,Toronto C07,779400.0,20.95,1351900.0,30.32,415400.0,12.29
2016-11-01,Toronto C07,790700.0,23.56,1370700.0,32.07,422900.0,16.63
2016-12-01,Toronto C07,800400.0,22.25,1390800.0,31.23,425000.0,13.6
2017-01-01,Toronto C07,805900.0,21.19,1419000.0,32.11,443300.0,12.8
2017-02-01,Toronto C07,819000.0,23.24,1439600.0,32.34,457200.0,17.88
2017-03-01,Toronto C07,861700.0,28.59,1497300.0,34.14,490600.0,27.8
2017-04-01,Toronto C07,912400.0,32.18,1583700.0,36.51,523600.0,33.17
2017-05-01,Toronto C07,935600.0,27.95,1630400.0,30.55,537800.0,31.54
2017-06-01,Toronto C07,942400.0,25.65,1608000.0,24.42,553100.0,32.22
2017-07-01,Toronto C07,922000.0,22.3,1534800.0,16.9,549900.0,31.47
2017-08-01,Toronto C07,902300.0,19.8,1473900.0,11.68,549900.0,32.39
2017-09-01,Toronto C07,893600.0,16.3,1453800.0,7.95,549900.0,29.72
2017-10-01,Toronto C07,871800.0,12.25,1373300.0,0.67,550400.0,28.43
2017-11-01,Toronto C07,858300.0,9.15,1338500.0,-3.05,548200.0,25.35
2017-12-01,Toronto C07,853800.0,7.3,1347700.0,-3.91,540200.0,23.09
2018-01-01,Toronto C07,856600.0,6.72,1329800.0,-6.29,548500.0,23.75
2018-02-01,Toronto C07,873200.0,6.81,1355900.0,-5.79,561200.0,22.76
2018-03-01,Toronto C07,885300.0,2.57,1339000.0,-10.57,580200.0,18.27
2018-04-01,Toronto C07,886700.0,-2.84,1338500.0,-15.46,581400.0,11.11
2018-05-01,Toronto C07,903300.0,-3.48,1375100.0,-15.66,591200.0,9.95
2018-06-01,Toronto C07,900900.0,-4.41,1374700.0,-14.51,589000.0,6.49
2018-07-01,Toronto C07,888100.0,-3.68,1354500.0,-11.74,582200.0,5.86
2018-08-01,Toronto C07,890200.0,-1.34,1333900.0,-9.5,588800.0,7.06
2018-09-01,Toronto C07,882500.0,-1.24,1329800.0,-8.53,582200.0,5.86
2018-10-01,Toronto C07,871100.0,-0.08,1298700.0,-5.43,579700.0,5.32
2018-11-01,Toronto C07,875300.0,1.98,1294100.0,-3.32,587100.0,7.08
2018-12-01,Toronto C07,857300.0,0.41,1267600.0,-5.94,574400.0,6.33
2019-01-01,Toronto C07,872200.0,1.82,1273100.0,-4.27,589500.0,7.48
2019-02-01,Toronto C07,883600.0,1.19,1277200.0,-5.8,600700.0,7.05
2019-03-01,Toronto C07,885000.0,-0.04,1301000.0,-2.84,598000.0,3.07
2019-04-01,Toronto C07,894000.0,0.82,1300100.0,-2.87,607100.0,4.41
2019-05-01,Toronto C07,911600.0,0.92,1323400.0,-3.76,621000.0,5.04
2019-06-01,Toronto C07,898500.0,-0.27,1300500.0,-5.39,611500.0,3.81
2019-07-01,Toronto C07,910600.0,2.53,1307400.0,-3.45,622200.0,6.88
2019-08-01,Toronto C07,904000.0,1.55,1278100.0,-4.18,621500.0,5.56
2019-09-01,Toronto C07,904700.0,2.51,1272600.0,-4.3,624900.0,7.34
2019-10-01,Toronto C07,913700.0,4.88,1292300.0,-0.49,629500.0,8.59
2019-11-01,Toronto C07,920600.0,5.18,1320700.0,2.05,629100.0,7.15
2019-12-01,Toronto C07,921600.0,7.51,1332600.0,5.12,627100.0,9.18
2020-01-01,Toronto C07,923000.0,5.83,1337100.0,5.03,625100.0,6.05
2020-02-01,Toronto C07,946900.0,7.17,1336700.0,4.66,653500.0,8.78
2020-03-01,Toronto C07,975600.0,10.24,1366400.0,5.03,679400.0,13.6
2020-04-01,Toronto C07,989400.0,10.68,1376000.0,5.84,689400.0,13.6
2020-05-01,Toronto C07,995300.0,9.18,1350900.0,2.07,700600.0,12.82
2020-06-01,Toronto C07,966600.0,7.59,1329900.0,2.25,674700.0,10.34
2020-07-01,Toronto C07,974200.0,6.99,1400800.0,7.14,658600.0,5.85
2020-08-01,Toronto C07,969700.0,7.31,1420500.0,11.13,649100.0,4.44
2020-09-01,Toronto C07,968300.0,7.04,1400800.0,10.06,652500.0,4.42
2020-10-01,Toronto C07,961800.0,5.26,1391200.0,7.65,644400.0,2.37
2020-11-01,Toronto C07,956900.0,3.95,1400800.0,6.06,635900.0,1.09
2020-12-01,Toronto C07,958300.0,3.98,1399400.0,5.05,636900.0,1.56
2021-01-01,Toronto C07,967300.0,4.84,1446100.0,8.18,634700.0,1.52
2021-02-01,Toronto C07,993900.0,4.93,1497300.0,11.97,648100.0,-0.79
2021-03-01,Toronto C07,1028200.0,5.39,1548100.0,13.33,674200.0,-0.75
2015-07-01,Toronto C08,459600.0,0.85,494800.0,0.19,393500.0,1.08
2015-08-01,Toronto C08,458800.0,1.83,488900.0,-1.93,394200.0,2.82
2015-09-01,Toronto C08,455700.0,3.45,477400.0,0.07,392600.0,4.71
2015-10-01,Toronto C08,455700.0,0.34,470300.0,-5.02,392400.0,1.14
2015-11-01,Toronto C08,459900.0,0.17,490800.0,-1.62,393900.0,0.62
2015-12-01,Toronto C08,461900.0,0.22,478300.0,-4.47,397000.0,1.24
2016-01-01,Toronto C08,459100.0,0.79,508500.0,4.33,388000.0,-0.4
2016-02-01,Toronto C08,462000.0,2.75,488300.0,-0.95,396900.0,3.45
2016-03-01,Toronto C08,476400.0,4.82,495400.0,0.82,411000.0,5.97
2016-04-01,Toronto C08,477700.0,5.4,507200.0,6.32,409900.0,5.57
2016-05-01,Toronto C08,479200.0,5.08,536700.0,11.63,407400.0,3.76
2016-06-01,Toronto C08,487400.0,6.71,551300.0,12.41,414300.0,5.92
2016-07-01,Toronto C08,495100.0,7.73,543300.0,9.93,424600.0,7.9
2016-08-01,Toronto C08,500800.0,9.15,546000.0,11.83,429500.0,8.95
2016-09-01,Toronto C08,500300.0,9.77,539500.0,13.01,428400.0,9.1
2016-10-01,Toronto C08,509100.0,11.69,551900.0,17.37,435000.0,10.85
2016-11-01,Toronto C08,526800.0,14.56,588900.0,19.77,447200.0,13.43
2016-12-01,Toronto C08,533000.0,15.38,597000.0,24.89,452700.0,14.0
2017-01-01,Toronto C08,564200.0,19.28,1466800.0,15.0,454200.0,19.72
2017-02-01,Toronto C08,579900.0,19.43,1511700.0,17.93,469100.0,20.16
2017-03-01,Toronto C08,610900.0,21.66,1562400.0,16.74,496700.0,22.95
2017-04-01,Toronto C08,643800.0,27.67,1652300.0,21.18,522700.0,29.72
2017-05-01,Toronto C08,654000.0,30.59,1610900.0,17.09,532600.0,32.97
2017-06-01,Toronto C08,649200.0,27.61,1648200.0,19.0,530700.0,30.17
2017-07-01,Toronto C08,629100.0,22.02,1574100.0,17.36,514000.0,23.08
2017-08-01,Toronto C08,619700.0,17.98,1482500.0,6.94,508200.0,20.19
2017-09-01,Toronto C08,621800.0,18.55,1483100.0,6.32,511000.0,21.17
2017-10-01,Toronto C08,624700.0,16.83,1500000.0,2.15,513000.0,19.79
2017-11-01,Toronto C08,623600.0,14.56,1493600.0,8.57,511900.0,16.25
2017-12-01,Toronto C08,639000.0,15.62,1458600.0,0.93,527000.0,18.23
2018-01-01,Toronto C08,646900.0,14.92,1439900.0,-1.83,533900.0,17.51
2018-02-01,Toronto C08,652100.0,13.37,1453300.0,-3.86,538300.0,14.75
2018-03-01,Toronto C08,678800.0,11.37,1503500.0,-3.81,561400.0,13.01
2018-04-01,Toronto C08,686900.0,7.14,1551900.0,-6.07,566800.0,8.44
2018-05-01,Toronto C08,689800.0,5.95,1648800.0,2.35,567000.0,6.45
2018-06-01,Toronto C08,685600.0,5.6,1598000.0,-3.04,564800.0,6.44
2018-07-01,Toronto C08,689300.0,9.56,1638900.0,4.11,566800.0,10.26
2018-08-01,Toronto C08,693200.0,11.86,1610300.0,8.62,570700.0,12.29
2018-09-01,Toronto C08,707400.0,13.75,1671000.0,12.67,581700.0,13.83
2018-10-01,Toronto C08,719400.0,15.2,1698400.0,13.22,591900.0,15.38
2018-11-01,Toronto C08,718100.0,15.18,1673300.0,12.03,591400.0,15.54
2018-12-01,Toronto C08,706600.0,10.6,1649400.0,13.08,580200.0,10.09
2019-01-01,Toronto C08,703400.0,8.77,1670400.0,16.0,576700.0,8.02
2019-02-01,Toronto C08,719600.0,10.39,1620800.0,11.52,592500.0,10.08
2019-03-01,Toronto C08,730400.0,7.67,1689600.0,12.38,601800.0,7.2
2019-04-01,Toronto C08,733800.0,6.85,1693700.0,9.14,604800.0,6.71
2019-05-01,Toronto C08,736900.0,6.86,1707700.0,3.57,607200.0,7.09
2019-06-01,Toronto C08,744000.0,8.5,1687300.0,5.59,614300.0,8.76
2019-07-01,Toronto C08,756300.0,9.75,1654000.0,0.93,626500.0,10.48
2019-08-01,Toronto C08,760400.0,9.69,1694900.0,5.25,629700.0,10.34
2019-09-01,Toronto C08,759100.0,7.32,1683200.0,0.73,628400.0,8.03
2019-10-01,Toronto C08,758600.0,5.45,1734000.0,2.1,627100.0,5.95
2019-11-01,Toronto C08,760200.0,5.86,1720000.0,2.79,628800.0,6.32
2019-12-01,Toronto C08,763300.0,8.03,1713000.0,3.86,631400.0,8.83
2020-01-01,Toronto C08,765700.0,8.85,1680300.0,0.59,633800.0,9.9
2020-02-01,Toronto C08,788900.0,9.63,1718800.0,6.05,654300.0,10.43
2020-03-01,Toronto C08,815100.0,11.6,1757900.0,4.04,677000.0,12.5
2020-04-01,Toronto C08,826100.0,12.58,1756100.0,3.69,687000.0,13.58
2020-05-01,Toronto C08,799200.0,8.45,1801100.0,5.31,660600.0,8.79
2020-06-01,Toronto C08,785300.0,5.55,1796400.0,6.34,648900.0,5.63
2020-07-01,Toronto C08,786900.0,4.05,1815100.0,9.54,647900.0,3.42
2020-08-01,Toronto C08,777200.0,2.2,1795800.0,5.83,639900.0,1.61
2020-09-01,Toronto C08,770100.0,1.45,1857900.0,10.21,631600.0,0.52
2020-10-01,Toronto C08,756000.0,-0.34,1861400.0,7.25,618700.0,-1.34
2020-11-01,Toronto C08,735600.0,-3.23,1806400.0,4.9,600500.0,-4.5
2020-12-01,Toronto C08,727800.0,-4.66,1763000.0,2.76,594200.0,-5.89
2021-01-01,Toronto C08,733000.0,-4.27,1712100.0,1.7,600500.0,-5.28
2021-02-01,Toronto C08,745800.0,-5.44,1784700.0,3.64,609800.0,-6.81
2021-03-01,Toronto C08,775600.0,-4.84,1934600.0,9.66,633400.0,-6.45
2015-07-01,Toronto C09,1001000.0,-2.11,1614200.0,0.16,455600.0,-3.03
2015-08-01,Toronto C09,999600.0,1.36,1640600.0,4.9,444000.0,-1.33
2015-09-01,Toronto C09,1024100.0,1.62,1683300.0,2.29,455600.0,1.63
2015-10-01,Toronto C09,1043400.0,3.31,1663200.0,0.0,480400.0,7.65
2015-11-01,Toronto C09,1058200.0,5.95,1684500.0,3.71,491000.0,9.29
2015-12-01,Toronto C09,1045600.0,7.15,1582800.0,-0.94,506900.0,16.7
2016-01-01,Toronto C09,1027800.0,8.13,1602900.0,5.37,487000.0,13.16
2016-02-01,Toronto C09,1063400.0,11.88,1644400.0,9.82,508500.0,15.15
2016-03-01,Toronto C09,1072300.0,11.85,1708400.0,15.84,499900.0,10.23
2016-04-01,Toronto C09,1053000.0,8.16,1636800.0,6.63,495600.0,9.28
2016-05-01,Toronto C09,1041100.0,8.68,1604200.0,6.51,490000.0,9.88
2016-06-01,Toronto C09,1064100.0,9.81,1659400.0,5.6,498600.0,14.45
2016-07-01,Toronto C09,1069400.0,6.82,1705900.0,5.68,486700.0,6.84
2016-08-01,Toronto C09,1042600.0,4.31,1626800.0,-0.84,485700.0,9.4
2016-09-01,Toronto C09,1013600.0,-1.02,1606700.0,-4.55,465100.0,2.11
2016-10-01,Toronto C09,1033000.0,-1.0,1633100.0,-1.81,474400.0,-1.24
2016-11-01,Toronto C09,1061200.0,0.28,1630500.0,-3.21,501600.0,2.16
2016-12-01,Toronto C09,1088700.0,4.12,1592900.0,0.63,537400.0,6.01
2017-01-01,Toronto C09,1038400.0,6.52,1586500.0,0.0,536800.0,10.35
2017-02-01,Toronto C09,1068000.0,5.51,1695800.0,3.13,537800.0,5.73
2017-03-01,Toronto C09,1141500.0,11.83,1844000.0,7.94,573900.0,14.78
2017-04-01,Toronto C09,1170500.0,16.85,1879200.0,14.81,587400.0,18.52
2017-05-01,Toronto C09,1176100.0,18.84,1830200.0,14.1,604700.0,23.39
2017-06-01,Toronto C09,1216100.0,18.08,1776200.0,7.04,631800.0,26.71
2017-07-01,Toronto C09,1199100.0,16.83,1685800.0,-1.18,638400.0,31.18
2017-08-01,Toronto C09,1180700.0,17.63,1658100.0,1.93,627800.0,29.26
2017-09-01,Toronto C09,1135400.0,15.48,1653100.0,2.89,589100.0,26.64
2017-10-01,Toronto C09,1146000.0,14.34,1626700.0,-0.38,604300.0,27.37
2017-11-01,Toronto C09,1148800.0,11.78,1638000.0,0.46,603300.0,20.28
2017-12-01,Toronto C09,1155200.0,9.46,1650600.0,3.63,599300.0,11.53
2018-01-01,Toronto C09,1171500.0,11.07,1636800.0,3.17,617200.0,15.0
2018-02-01,Toronto C09,1226000.0,13.13,1738500.0,2.52,638100.0,18.67
2018-03-01,Toronto C09,1252900.0,7.66,1757400.0,-4.7,657300.0,14.55
2018-04-01,Toronto C09,1263500.0,6.06,1761100.0,-6.28,659000.0,12.18
2018-05-01,Toronto C09,1284000.0,6.71,1785000.0,-2.47,671500.0,11.07
2018-06-01,Toronto C09,1312300.0,7.92,1757400.0,-1.06,695700.0,10.12
2018-07-01,Toronto C09,1341400.0,11.87,1743600.0,3.43,729900.0,14.32
2018-08-01,Toronto C09,1347700.0,14.15,1697100.0,2.35,740100.0,17.89
2018-09-01,Toronto C09,1349100.0,18.83,1727200.0,4.48,723600.0,22.83
2018-10-01,Toronto C09,1344200.0,17.29,1769900.0,8.8,710300.0,17.54
2018-11-01,Toronto C09,1349100.0,17.44,1747300.0,6.67,717300.0,18.89
2018-12-01,Toronto C09,1309500.0,13.36,1680700.0,1.83,699700.0,16.75
2019-01-01,Toronto C09,1288300.0,9.97,1665700.0,1.77,688800.0,11.59
2019-02-01,Toronto C09,1274100.0,3.93,1630500.0,-6.21,682500.0,6.96
2019-03-01,Toronto C09,1292500.0,3.16,1693300.0,-3.65,675900.0,2.82
2019-04-01,Toronto C09,1369700.0,8.4,1767400.0,0.36,732200.0,11.11
2019-05-01,Toronto C09,1372500.0,6.89,1796300.0,0.63,725200.0,7.99
2019-06-01,Toronto C09,1393000.0,6.15,1787500.0,1.72,745400.0,7.14
2019-07-01,Toronto C09,1371800.0,2.27,1790000.0,2.67,733800.0,0.54
2019-08-01,Toronto C09,1368300.0,1.52,1741000.0,2.59,737100.0,-0.4
2019-09-01,Toronto C09,1391600.0,3.15,1783800.0,3.27,747100.0,3.25
2019-10-01,Toronto C09,1402900.0,4.37,1842800.0,4.12,743800.0,4.71
2019-11-01,Toronto C09,1414300.0,4.83,1805100.0,3.31,766600.0,6.88
2019-12-01,Toronto C09,1429800.0,9.19,1857900.0,10.54,768600.0,9.85
2020-01-01,Toronto C09,1402900.0,8.9,1831500.0,9.95,752700.0,9.28
2020-02-01,Toronto C09,1382400.0,8.5,1834000.0,12.48,730800.0,7.09
2020-03-01,Toronto C09,1397300.0,8.11,1834000.0,8.31,744400.0,10.15
2020-04-01,Toronto C09,1420600.0,3.83,1871700.0,5.9,753700.0,2.94
2020-05-01,Toronto C09,1387400.0,1.4,1834100.0,2.1,730200.0,0.69
2020-06-01,Toronto C09,1384600.0,-0.31,1880500.0,5.2,714600.0,-4.13
2020-07-01,Toronto C09,1445100.0,5.45,1881800.0,5.12,772600.0,5.28
2020-08-01,Toronto C09,1516900.0,10.81,1924500.0,10.53,826600.0,12.13
2020-09-01,Toronto C09,1486300.0,7.18,1932000.0,8.31,801400.0,7.27
2020-10-01,Toronto C09,1516200.0,8.34,1994800.0,8.25,813000.0,9.31
2020-11-01,Toronto C09,1500600.0,6.41,1957200.0,8.42,819300.0,6.87
2020-12-01,Toronto C09,1423000.0,-0.4,1898100.0,2.16,760300.0,-1.08
2021-01-01,Toronto C09,1381700.0,-1.62,1919500.0,4.8,717900.0,-4.62
2021-02-01,Toronto C09,1433700.0,3.97,1939600.0,5.75,754000.0,3.17
2021-03-01,Toronto C09,1521200.0,8.97,2111700.0,15.14,796400.0,6.99
2015-07-01,Toronto C10,792300.0,5.4,1212600.0,7.22,478000.0,2.26
2015-08-01,Toronto C10,790300.0,6.58,1213800.0,10.87,473200.0,1.44
2015-09-01,Toronto C10,793400.0,7.39,1193000.0,8.36,483000.0,4.62
2015-10-01,Toronto C10,803200.0,8.54,1230400.0,12.26,482100.0,3.44
2015-11-01,Toronto C10,812500.0,9.23,1254900.0,12.49,485700.0,4.06
2015-12-01,Toronto C10,804700.0,9.04,1265400.0,17.76,473400.0,0.71
2016-01-01,Toronto C10,848100.0,15.09,1300400.0,18.84,469400.0,1.08
2016-02-01,Toronto C10,800500.0,10.5,1283900.0,16.16,484000.0,7.28
2016-03-01,Toronto C10,811000.0,8.73,1314500.0,13.27,485400.0,4.92
2016-04-01,Toronto C10,810200.0,6.4,1328700.0,11.48,480400.0,2.3
2016-05-01,Toronto C10,856300.0,9.8,1482700.0,21.84,488300.0,3.09
2016-06-01,Toronto C10,870700.0,8.45,1522000.0,22.41,493600.0,2.95
2016-07-01,Toronto C10,870700.0,9.9,1531700.0,26.32,489500.0,2.41
2016-08-01,Toronto C10,880500.0,11.46,1510900.0,24.47,506500.0,6.98
2016-09-01,Toronto C10,865200.0,9.05,1470400.0,23.31,503200.0,4.17
2016-10-01,Toronto C10,883600.0,10.0,1547800.0,25.79,502200.0,4.12
2016-11-01,Toronto C10,889400.0,9.4,1509700.0,20.35,520200.0,7.1
2016-12-01,Toronto C10,892200.0,10.86,1497400.0,18.33,527400.0,11.44
2017-01-01,Toronto C10,886600.0,12.94,1510800.0,16.03,530200.0,12.52
2017-02-01,Toronto C10,907600.0,14.54,1544700.0,20.06,543100.0,12.19
2017-03-01,Toronto C10,939000.0,16.84,1596600.0,21.01,562200.0,15.56
2017-04-01,Toronto C10,977800.0,21.96,1694100.0,26.98,579400.0,20.76
2017-05-01,Toronto C10,1003800.0,18.66,1728100.0,16.09,598700.0,22.65
2017-06-01,Toronto C10,1018200.0,17.9,1732400.0,13.33,604200.0,22.7
2017-07-01,Toronto C10,992000.0,15.4,1624400.0,5.62,598900.0,22.76
2017-08-01,Toronto C10,971000.0,11.28,1565700.0,3.3,591700.0,16.67
2017-09-01,Toronto C10,986200.0,15.08,1539800.0,4.88,613200.0,21.88
2017-10-01,Toronto C10,996700.0,13.77,1579300.0,1.75,617100.0,22.81
2017-11-01,Toronto C10,993600.0,12.46,1589200.0,5.02,612300.0,17.56
2017-12-01,Toronto C10,991300.0,12.1,1562600.0,4.11,614700.0,16.73
2018-01-01,Toronto C10,976800.0,9.74,1565100.0,3.6,598700.0,12.93
2018-02-01,Toronto C10,997100.0,9.15,1540400.0,-0.28,622600.0,14.64
2018-03-01,Toronto C10,1015800.0,7.48,1517600.0,-4.95,644800.0,14.7
2018-04-01,Toronto C10,1040800.0,5.79,1525000.0,-9.99,664300.0,14.67
2018-05-01,Toronto C10,1049800.0,3.7,1573700.0,-8.93,661000.0,10.41
2018-06-01,Toronto C10,1043600.0,2.49,1545300.0,-10.8,662400.0,9.64
2018-07-01,Toronto C10,1032200.0,4.05,1517600.0,-6.58,658400.0,9.93
2018-08-01,Toronto C10,1042800.0,7.4,1514500.0,-3.27,667400.0,12.79
2018-09-01,Toronto C10,1054100.0,6.89,1523100.0,-1.08,674600.0,10.01
2018-10-01,Toronto C10,1061900.0,6.54,1549700.0,-1.88,678000.0,9.87
2018-11-01,Toronto C10,1076000.0,8.29,1620700.0,1.98,677500.0,10.65
2018-12-01,Toronto C10,1078300.0,8.78,1609500.0,3.0,681800.0,10.92
2019-01-01,Toronto C10,1073200.0,9.87,1597800.0,2.09,680800.0,13.72
2019-02-01,Toronto C10,1081800.0,8.5,1659600.0,7.74,677200.0,8.78
2019-03-01,Toronto C10,1104100.0,8.69,1695400.0,11.72,688700.0,6.81
2019-04-01,Toronto C10,1090800.0,4.8,1620000.0,6.23,689200.0,3.74
2019-05-01,Toronto C10,1111500.0,5.88,1649100.0,4.79,703500.0,6.43
2019-06-01,Toronto C10,1117000.0,7.03,1596600.0,3.32,718100.0,8.4
2019-07-01,Toronto C10,1124000.0,8.89,1594100.0,4.96,724300.0,10.01
2019-08-01,Toronto C10,1104100.0,5.88,1571900.0,3.79,710000.0,6.37
2019-09-01,Toronto C10,1112700.0,5.56,1634200.0,7.3,706600.0,4.74
2019-10-01,Toronto C10,1127900.0,6.21,1660200.0,7.13,716200.0,5.64
2019-11-01,Toronto C10,1138000.0,5.77,1678100.0,3.54,722600.0,6.66
2019-12-01,Toronto C10,1133800.0,5.14,1633600.0,1.5,724800.0,6.3
2020-01-01,Toronto C10,1121700.0,4.51,1648400.0,3.17,713100.0,4.74
2020-02-01,Toronto C10,1151300.0,6.42,1679900.0,1.23,733800.0,8.36
2020-03-01,Toronto C10,1199700.0,8.66,1714500.0,1.13,771600.0,12.03
2020-04-01,Toronto C10,1209900.0,10.92,1734300.0,7.09,776600.0,12.68
2020-05-01,Toronto C10,1179900.0,5.22,1697800.0,2.96,741500.0,5.4
2020-06-01,Toronto C10,1183400.0,5.09,1639800.0,2.71,753400.0,4.92
2020-07-01,Toronto C10,1179900.0,4.15,1747900.0,9.6,734100.0,1.35
2020-08-01,Toronto C10,1177100.0,5.64,1741700.0,10.8,732400.0,3.16
2020-09-01,Toronto C10,1168400.0,4.19,1711400.0,4.72,729800.0,3.28
2020-10-01,Toronto C10,1156900.0,1.77,1697800.0,2.31,721400.0,0.73
2020-11-01,Toronto C10,1168800.0,1.86,1717600.0,2.35,728300.0,0.79
2020-12-01,Toronto C10,1162100.0,1.62,1710800.0,4.72,723600.0,-0.16
2021-01-01,Toronto C10,1159300.0,2.34,1773800.0,7.6,713800.0,0.1
2021-02-01,Toronto C10,1187800.0,2.18,1825000.0,8.64,729800.0,-0.59
2021-03-01,Toronto C10,1209900.0,-0.23,1823200.0,6.34,749400.0,-2.91
2015-07-01,Toronto C11,653600.0,9.03,1211700.0,4.51,263600.0,14.53
2015-08-01,Toronto C11,653900.0,8.7,1242500.0,10.76,257600.0,7.67
2015-09-01,Toronto C11,667900.0,8.44,1292800.0,10.49,258500.0,7.39
2015-10-01,Toronto C11,655400.0,4.63,1259300.0,6.46,254600.0,3.17
2015-11-01,Toronto C11,665400.0,8.15,1262700.0,7.11,262000.0,9.78
2015-12-01,Toronto C11,671800.0,8.44,1225100.0,5.48,274600.0,11.63
2016-01-01,Toronto C11,685800.0,11.8,1237300.0,10.22,285200.0,14.51
2016-02-01,Toronto C11,677500.0,6.96,1242600.0,11.43,275600.0,3.36
2016-03-01,Toronto C11,691200.0,13.2,1288200.0,17.78,277600.0,9.48
2016-04-01,Toronto C11,681800.0,9.24,1260100.0,10.08,276500.0,8.67
2016-05-01,Toronto C11,698300.0,11.24,1265400.0,9.01,286900.0,12.94
2016-06-01,Toronto C11,720200.0,12.23,1301600.0,9.11,296300.0,14.96
2016-07-01,Toronto C11,722700.0,10.58,1323000.0,9.19,293900.0,11.5
2016-08-01,Toronto C11,725600.0,10.96,1305700.0,5.07,299400.0,16.18
2016-09-01,Toronto C11,723000.0,8.26,1285500.0,-0.57,302200.0,16.96
2016-10-01,Toronto C11,740200.0,12.96,1317700.0,4.63,308800.0,21.3
2016-11-01,Toronto C11,763500.0,14.75,1329100.0,5.26,325700.0,24.33
2016-12-01,Toronto C11,749600.0,11.57,1293600.0,5.58,321900.0,17.26
2017-01-01,Toronto C11,745900.0,13.35,1301800.0,6.76,331300.0,18.92
2017-02-01,Toronto C11,770000.0,14.97,1376000.0,9.43,336700.0,19.78
2017-03-01,Toronto C11,818500.0,19.87,1483600.0,13.73,353500.0,25.06
2017-04-01,Toronto C11,853600.0,26.71,1532000.0,20.4,371200.0,31.87
2017-05-01,Toronto C11,864900.0,25.49,1495200.0,17.07,386300.0,32.45
2017-06-01,Toronto C11,869800.0,22.41,1459100.0,10.47,396400.0,31.69
2017-07-01,Toronto C11,853200.0,19.77,1387600.0,3.3,395700.0,32.73
